字頭,撫州話,推導撫州話,文白新,訓作,釋義,中古拼音,音韻地位,聲母,清濁,音,組,攝,韻系,等,呼,聲調,反切,廣韻釋義,推導普通話,推導廣州話
䯑,,kʰwoŋ1,,,,khuang,溪宕唐一合平,溪,次清,牙,見,宕,唐,一,合,平,苦光切,䯑䯖苦光切一,kuang1,fong1
幫,poŋ1,poŋ1,,,,pang,幫宕唐一開平,幫,全清,脣,幫,宕,唐,一,開,平,博旁切,衣治鞋履出文字集略博旁切五,bang1,bong1
縍,,poŋ1,,,,pang,幫宕唐一開平,幫,全清,脣,幫,宕,唐,一,開,平,博旁切,衣治鞋履出文字集略博旁切五,bang1,bong1
㨍,,poŋ1,,,,pang,幫宕唐一開平,幫,全清,脣,幫,宕,唐,一,開,平,博旁切,捍也衛也,bang1,bong1
𨢐,,poŋ1,,,,pang,幫宕唐一開平,幫,全清,脣,幫,宕,唐,一,開,平,博旁切,加杯上酒,bang1,bong1
鞤,,poŋ1,,,,pang,幫宕唐一開平,幫,全清,脣,幫,宕,唐,一,開,平,博旁切,鞋革皮也,bang1,bong1
庚,kaŋ1,kɛn1,白,,,krang,見梗庚二開平,見,全清,牙,見,梗,庚,二,開,平,古行切,更也償也爾雅云太歲在庚曰上章又姓唐有太常博士庚季良又漢複姓莊子有庚桑楚古行切十二,geng1,gang1
庚,kɛn1,kɛn1,文,,,krang,見梗庚二開平,見,全清,牙,見,梗,庚,二,開,平,古行切,更也償也爾雅云太歲在庚曰上章又姓唐有太常博士庚季良又漢複姓莊子有庚桑楚古行切十二,geng1,gang1
鶊,,kɛn1,,,,krang,見梗庚二開平,見,全清,牙,見,梗,庚,二,開,平,古行切,鶬鶊,geng1,gang1
更,kaŋ1,kɛn1,白,,,krang,見梗庚二開平,見,全清,牙,見,梗,庚,二,開,平,古行切,代也償也改也又古孟切,geng1,gang1
更,kɛn1,kɛn1,文,,,krang,見梗庚二開平,見,全清,牙,見,梗,庚,二,開,平,古行切,代也償也改也又古孟切,geng1,gang1
䢚,,kɛn1,,,,krang,見梗庚二開平,見,全清,牙,見,梗,庚,二,開,平,古行切,兔徑,geng1,gang1
秔,,kɛn1,,,,krang,見梗庚二開平,見,全清,牙,見,梗,庚,二,開,平,古行切,秔稻,geng1,gang1
稉,,kɛn1,,,,krang,見梗庚二開平,見,全清,牙,見,梗,庚,二,開,平,古行切,秔稻,geng1,gang1
粳,,kɛn1,,,,krang,見梗庚二開平,見,全清,牙,見,梗,庚,二,開,平,古行切,俗,geng1,gang1
賡,,kɛn1,,,,krang,見梗庚二開平,見,全清,牙,見,梗,庚,二,開,平,古行切,續也經也償也,geng1,gang1
羹,kaŋ1,kɛn1,白,,,krang,見梗庚二開平,見,全清,牙,見,梗,庚,二,開,平,古行切,羹𦞦爾雅曰肉謂之羹,geng1,gang1
羹,kɛn1,kɛn1,文,,,krang,見梗庚二開平,見,全清,牙,見,梗,庚,二,開,平,古行切,羹𦞦爾雅曰肉謂之羹,geng1,gang1
𩱧,,kɛn1,,,,krang,見梗庚二開平,見,全清,牙,見,梗,庚,二,開,平,古行切,古文,geng1,gang1
埂,,kɛn1,,,,krang,見梗庚二開平,見,全清,牙,見,梗,庚,二,開,平,古行切,秦人謂坑也,geng1,gang1
浭,,kɛn1,,,,krang,見梗庚二開平,見,全清,牙,見,梗,庚,二,開,平,古行切,水名出北平,geng1,gang1
阬,,kʰɛn1,,,,khrang,溪梗庚二開平,溪,次清,牙,見,梗,庚,二,開,平,客庚切,爾雅曰虛也郭璞云阬壍也客庚切六,keng1,hang1
坑,kʰaŋ1,kʰɛn1,白,,,khrang,溪梗庚二開平,溪,次清,牙,見,梗,庚,二,開,平,客庚切,爾雅曰虛也郭璞云阬壍也客庚切六,keng1,hang1
坑,kʰɛn1,kʰɛn1,文,,,khrang,溪梗庚二開平,溪,次清,牙,見,梗,庚,二,開,平,客庚切,爾雅曰虛也郭璞云阬壍也客庚切六,keng1,hang1
硎,,kʰɛn1,,,,khrang,溪梗庚二開平,溪,次清,牙,見,梗,庚,二,開,平,客庚切,亦同,keng1,hang1
𥉸,,kʰɛn1,,,,khrang,溪梗庚二開平,溪,次清,牙,見,梗,庚,二,開,平,客庚切,𥉸𥌯視不分明,keng1,hang1
砊,,kʰɛn1,,,,khrang,溪梗庚二開平,溪,次清,牙,見,梗,庚,二,開,平,客庚切,砊硠石聲,keng1,hang1
劥,,kʰɛn1,,,,khrang,溪梗庚二開平,溪,次清,牙,見,梗,庚,二,開,平,客庚切,劥㔞有力,keng1,hang1
盲,moŋ2,mɛn2,,,,mrang,明梗庚二開平,明,次濁,脣,幫,梗,庚,二,開,平,武庚切,目無童子武庚切八,meng2,mang4
蝱,,mɛn2,,,,mrang,明梗庚二開平,明,次濁,脣,幫,梗,庚,二,開,平,武庚切,蟲也,meng2,mang4
鄳,,mɛn2,,,,mrang,明梗庚二開平,明,次濁,脣,幫,梗,庚,二,開,平,武庚切,縣名在江夏,meng2,mang4
𥋝,,mɛn2,,,,mrang,明梗庚二開平,明,次濁,脣,幫,梗,庚,二,開,平,武庚切,𥋝盯直視,meng2,mang4
莔,,mɛn2,,,,mrang,明梗庚二開平,明,次濁,脣,幫,梗,庚,二,開,平,武庚切,貝母草,meng2,mang4
𨞚,,mɛn2,,,,mrang,明梗庚二開平,明,次濁,脣,幫,梗,庚,二,開,平,武庚切,古縣名在義陽,meng2,mang4
䥰,,mɛn2,,,,mrang,明梗庚二開平,明,次濁,脣,幫,梗,庚,二,開,平,武庚切,䥰銷,meng2,mang4
𥭮,,mɛn2,,,,mrang,明梗庚二開平,明,次濁,脣,幫,梗,庚,二,開,平,武庚切,竹名,meng2,mang4
橫,waŋ2,fɛn2,白,,,ghruang,匣梗庚二合平,匣,全濁,喉,影,梗,庚,二,合,平,戶盲切,縱橫也又姓風俗通云韓王子成號橫陽君其後爲氏戶盲切十六,hong2,wang4
橫,hɛn2,fɛn2,文,,,ghruang,匣梗庚二合平,匣,全濁,喉,影,梗,庚,二,合,平,戶盲切,縱橫也又姓風俗通云韓王子成號橫陽君其後爲氏戶盲切十六,hong2,wang4
黌,,fɛn2,,,,ghruang,匣梗庚二合平,匣,全濁,喉,影,梗,庚,二,合,平,戶盲切,學也,hong2,wang4
蝗,,fɛn2,,,,ghruang,匣梗庚二合平,匣,全濁,喉,影,梗,庚,二,合,平,戶盲切,蟲又音皇,hong2,wang4
鐄,,fɛn2,,,,ghruang,匣梗庚二合平,匣,全濁,喉,影,梗,庚,二,合,平,戶盲切,大鐘,hong2,wang4
瑝,,fɛn2,,,,ghruang,匣梗庚二合平,匣,全濁,喉,影,梗,庚,二,合,平,戶盲切,玉聲說文音皇,hong2,wang4
喤,,fɛn2,,,,ghruang,匣梗庚二合平,匣,全濁,喉,影,梗,庚,二,合,平,戶盲切,泣聲,hong2,wang4
鍠,,fɛn2,,,,ghruang,匣梗庚二合平,匣,全濁,喉,影,梗,庚,二,合,平,戶盲切,和也樂也又鐘聲說文音皇,hong2,wang4
䬝,,fɛn2,,,,ghruang,匣梗庚二合平,匣,全濁,喉,影,梗,庚,二,合,平,戶盲切,䬝䫻暴風,hong2,wang4
㶇,,fɛn2,,,,ghruang,匣梗庚二合平,匣,全濁,喉,影,梗,庚,二,合,平,戶盲切,方舟也一曰荊州人呼渡津舫爲㶇或作𦪗,hong2,wang4
䄓,,fɛn2,,,,ghruang,匣梗庚二合平,匣,全濁,喉,影,梗,庚,二,合,平,戶盲切,䄘䄓祭名,hong2,wang4
𧝒,,fɛn2,,,,ghruang,匣梗庚二合平,匣,全濁,喉,影,梗,庚,二,合,平,戶盲切,𧝒褡小被,hong2,wang4
𤮏,,fɛn2,,,,ghruang,匣梗庚二合平,匣,全濁,喉,影,梗,庚,二,合,平,戶盲切,瓦也,hong2,wang4
𪏓,,fɛn2,,,,ghruang,匣梗庚二合平,匣,全濁,喉,影,梗,庚,二,合,平,戶盲切,織也,hong2,wang4
𢘌,,fɛn2,,,,ghruang,匣梗庚二合平,匣,全濁,喉,影,梗,庚,二,合,平,戶盲切,憕𢘌,hong2,wang4
韹,,fɛn2,,,,ghruang,匣梗庚二合平,匣,全濁,喉,影,梗,庚,二,合,平,戶盲切,聲也,hong2,wang4
彋,,fɛn2,,,,ghruang,匣梗庚二合平,匣,全濁,喉,影,梗,庚,二,合,平,戶盲切,弸彋帷帳起皃,hong2,wang4
閍,,pɛn1,,,,prang,幫梗庚二開平,幫,全清,脣,幫,梗,庚,二,開,平,甫盲切,宮中門也一曰巷門甫盲切六,beng1,bang1
祊,,pɛn1,,,,prang,幫梗庚二開平,幫,全清,脣,幫,梗,庚,二,開,平,甫盲切,廟門傍祭,beng1,bang1
𥛱,,pɛn1,,,,prang,幫梗庚二開平,幫,全清,脣,幫,梗,庚,二,開,平,甫盲切,廟門傍祭,beng1,bang1
騯,,pɛn1,,,,prang,幫梗庚二開平,幫,全清,脣,幫,梗,庚,二,開,平,甫盲切,騯騯馬行又音傍音彭,beng1,bang1
嗙,,pɛn1,,,,prang,幫梗庚二開平,幫,全清,脣,幫,梗,庚,二,開,平,甫盲切,喝聲,beng1,bang1
㔙,,pɛn1,,,,prang,幫梗庚二開平,幫,全清,脣,幫,梗,庚,二,開,平,甫盲切,大也,beng1,bang1
諻,,fɛn1,,,,hruang,曉梗庚二合平,曉,全清,喉,影,梗,庚,二,合,平,虎橫切,語聲虎橫切五,hong1,fang1
䎕,,fɛn1,,,,hruang,曉梗庚二合平,曉,全清,喉,影,梗,庚,二,合,平,虎橫切,䎕然飛聲,hong1,fang1
謍,,fɛn1,,,,hruang,曉梗庚二合平,曉,全清,喉,影,梗,庚,二,合,平,虎橫切,謍謍小聲,hong1,fang1
嚝,,fɛn1,,,,hruang,曉梗庚二合平,曉,全清,喉,影,梗,庚,二,合,平,虎橫切,鼓鐘聲,hong1,fang1
喤,,fɛn1,,,,hruang,曉梗庚二合平,曉,全清,喉,影,梗,庚,二,合,平,虎橫切,喤呷也又音橫,hong1,fang1
觵,,kwɛn1,,,,kruang,見梗庚二合平,見,全清,牙,見,梗,庚,二,合,平,古橫切,兕角爲酒器受七升罰失禮者古橫切六,gong1,gwang1
觥,,kwɛn1,,,,kruang,見梗庚二合平,見,全清,牙,見,梗,庚,二,合,平,古橫切,兕角爲酒器受七升罰失禮者古橫切六,gong1,gwang1
侊,,kwɛn1,,,,kruang,見梗庚二合平,見,全清,牙,見,梗,庚,二,合,平,古橫切,小皃春秋國語曰侊飯不及壼湌,gong1,gwang1
𩃙,,kwɛn1,,,,kruang,見梗庚二合平,見,全清,牙,見,梗,庚,二,合,平,古橫切,吳主孫休二子名,gong1,gwang1
䍔,,kwɛn1,,,,kruang,見梗庚二合平,見,全清,牙,見,梗,庚,二,合,平,古橫切,網滿,gong1,gwang1
𣘯,,kwɛn1,,,,kruang,見梗庚二合平,見,全清,牙,見,梗,庚,二,合,平,古橫切,網滿,gong1,gwang1
彭,pʰaŋ2,pʰɛn2,白,,,brang,並梗庚二開平,並,全濁,脣,幫,梗,庚,二,開,平,薄庚切,行也道也盛也說文曰鼓聲也又姓大彭之後左傳楚有令尹彭仲爽漢有大司空彭宣薄庚切十七,peng2,pang4
彭,pʰɛn2,pʰɛn2,文,,,brang,並梗庚二開平,並,全濁,脣,幫,梗,庚,二,開,平,薄庚切,行也道也盛也說文曰鼓聲也又姓大彭之後左傳楚有令尹彭仲爽漢有大司空彭宣薄庚切十七,peng2,pang4
彭,pʰuŋ2,pʰɛn2,新,,,brang,並梗庚二開平,並,全濁,脣,幫,梗,庚,二,開,平,薄庚切,行也道也盛也說文曰鼓聲也又姓大彭之後左傳楚有令尹彭仲爽漢有大司空彭宣薄庚切十七,peng2,pang4
澎,,pʰɛn2,,,,brang,並梗庚二開平,並,全濁,脣,幫,梗,庚,二,開,平,薄庚切,地名又擊水勢又撫庚切,peng2,pang4
膨,pʰaŋ2,pʰɛn2,白,,,brang,並梗庚二開平,並,全濁,脣,幫,梗,庚,二,開,平,薄庚切,膨脝脹皃,peng2,pang4
蟚,,pʰɛn2,,,,brang,並梗庚二開平,並,全濁,脣,幫,梗,庚,二,開,平,薄庚切,蟚螖似蟹而小,peng2,pang4
䰃,,pʰɛn2,,,,brang,並梗庚二開平,並,全濁,脣,幫,梗,庚,二,開,平,薄庚切,䰃鬤亂髮皃鬤乃庚切,peng2,pang4
棚,,pʰɛn2,,,,brang,並梗庚二開平,並,全濁,脣,幫,梗,庚,二,開,平,薄庚切,棧也閣也,peng2,pang4
榜,,pʰɛn2,,,,brang,並梗庚二開平,並,全濁,脣,幫,梗,庚,二,開,平,薄庚切,說文曰所以輔弓弩也又甫孟切,peng2,pang4
䄘,,pʰɛn2,,,,brang,並梗庚二開平,並,全濁,脣,幫,梗,庚,二,開,平,薄庚切,䄘䄓祭名,peng2,pang4
搒,,pʰɛn2,,,,brang,並梗庚二開平,並,全濁,脣,幫,梗,庚,二,開,平,薄庚切,笞打說文又北孟切掩也,peng2,pang4
蒡,,pʰɛn2,,,,brang,並梗庚二開平,並,全濁,脣,幫,梗,庚,二,開,平,薄庚切,菜一名隱荵似蘇可爲葅,peng2,pang4
篣,,pʰɛn2,,,,brang,並梗庚二開平,並,全濁,脣,幫,梗,庚,二,開,平,薄庚切,籠又音旁,peng2,pang4
𩡕,,pʰɛn2,,,,brang,並梗庚二開平,並,全濁,脣,幫,梗,庚,二,開,平,薄庚切,𩡕馞大香,peng2,pang4
騯,,pʰɛn2,,,,brang,並梗庚二開平,並,全濁,脣,幫,梗,庚,二,開,平,薄庚切,馬行盛皃,peng2,pang4
憉,,pʰɛn2,,,,brang,並梗庚二開平,並,全濁,脣,幫,梗,庚,二,開,平,薄庚切,憉惇自強,peng2,pang4
𣂆,,pʰɛn2,,,,brang,並梗庚二開平,並,全濁,脣,幫,梗,庚,二,開,平,薄庚切,量溢,peng2,pang4
輣,,pʰɛn2,,,,brang,並梗庚二開平,並,全濁,脣,幫,梗,庚,二,開,平,薄庚切,兵車又樓車也,peng2,pang4
𨍩,,pʰɛn2,,,,brang,並梗庚二開平,並,全濁,脣,幫,梗,庚,二,開,平,薄庚切,兵車又樓車也,peng2,pang4
脝,,hɛn1,,,,hrang,曉梗庚二開平,曉,全清,喉,影,梗,庚,二,開,平,許庚切,膨脝脹也許庚切三,heng1,hang1
悙,,hɛn1,,,,hrang,曉梗庚二開平,曉,全清,喉,影,梗,庚,二,開,平,許庚切,憉悙自強,heng1,hang1
亨,hɛn1,hɛn1,,,,hrang,曉梗庚二開平,曉,全清,喉,影,梗,庚,二,開,平,許庚切,通也或作亯又匹庚許兩二切,heng1,hang1
瞠,,tsʰɛn1,,,,thrrang,徹梗庚二開平,徹,次清,舌,知,梗,庚,二,開,平,丑庚切,直視皃丑庚切五,cheng1,cang1
橕,,tsʰɛn1,,,,thrrang,徹梗庚二開平,徹,次清,舌,知,梗,庚,二,開,平,丑庚切,撥也又橕柱也,cheng1,cang1
樘,,tsʰɛn1,,,,thrrang,徹梗庚二開平,徹,次清,舌,知,梗,庚,二,開,平,丑庚切,上同說文曰衺柱也,cheng1,cang1
䟓,,tsʰɛn1,,,,thrrang,徹梗庚二開平,徹,次清,舌,知,梗,庚,二,開,平,丑庚切,字書跉䟓行遟皃,cheng1,cang1
竀,,tsʰɛn1,,,,thrrang,徹梗庚二開平,徹,次清,舌,知,梗,庚,二,開,平,丑庚切,正視,cheng1,cang1
鎗,,tsʰɛn1,,,,chrrang,初梗庚二開平,初,次清,齒,莊,梗,庚,二,開,平,楚庚切,鼎類楚庚切四,cheng1,cang1
鐺,,tsʰɛn1,,,,chrrang,初梗庚二開平,初,次清,齒,莊,梗,庚,二,開,平,楚庚切,俗本音當,cheng1,cang1
槍,,tsʰɛn1,,,,chrrang,初梗庚二開平,初,次清,齒,莊,梗,庚,二,開,平,楚庚切,欃槍祅星,cheng1,cang1
琤,,tsʰɛn1,,,,chrrang,初梗庚二開平,初,次清,齒,莊,梗,庚,二,開,平,楚庚切,玉聲,cheng1,cang1
傖,,tsʰɛn2,,,,zrrang,崇梗庚二開平,崇,全濁,齒,莊,梗,庚,二,開,平,助庚切,楚人別種也助庚切五,cheng2,cang4
䚘,,tsʰɛn2,,,,zrrang,崇梗庚二開平,崇,全濁,齒,莊,梗,庚,二,開,平,助庚切,角長皃,cheng2,cang4
𩫿,,tsʰɛn2,,,,zrrang,崇梗庚二開平,崇,全濁,齒,莊,梗,庚,二,開,平,助庚切,𩫿鬡亂髮皃,cheng2,cang4
鬇,,tsʰɛn2,,,,zrrang,崇梗庚二開平,崇,全濁,齒,莊,梗,庚,二,開,平,助庚切,𩫿鬡亂髮皃,cheng2,cang4
崢,,tsʰɛn2,,,,zrrang,崇梗庚二開平,崇,全濁,齒,莊,梗,庚,二,開,平,助庚切,崢嶸山皃,cheng2,cang4
霙,,in1,,,,qieng,影梗庚三開平,影,全清,喉,影,梗,庚,三,開,平,於驚切,雨雪雜也於驚切十,ying1,jing1
鉠,,in1,,,,qieng,影梗庚三開平,影,全清,喉,影,梗,庚,三,開,平,於驚切,鈴聲,ying1,jing1
韺,,in1,,,,qieng,影梗庚三開平,影,全清,喉,影,梗,庚,三,開,平,於驚切,五韺高陽氏樂亦作英,ying1,jing1
渶,,in1,,,,qieng,影梗庚三開平,影,全清,喉,影,梗,庚,三,開,平,於驚切,水名出青丘山,ying1,jing1
鶧,,in1,,,,qieng,影梗庚三開平,影,全清,喉,影,梗,庚,三,開,平,於驚切,繼鶧鳥名,ying1,jing1
英,in1,in1,,,,qieng,影梗庚三開平,影,全清,喉,影,梗,庚,三,開,平,於驚切,華也榮而不實曰英也又英俊亦姓漢有英布,ying1,jing1
瑛,,in1,,,,qieng,影梗庚三開平,影,全清,喉,影,梗,庚,三,開,平,於驚切,玉光,ying1,jing1
㿮,,in1,,,,qieng,影梗庚三開平,影,全清,喉,影,梗,庚,三,開,平,於驚切,青皃,ying1,jing1
媖,,in1,,,,qieng,影梗庚三開平,影,全清,喉,影,梗,庚,三,開,平,於驚切,女人美稱,ying1,jing1
